,Dep Country Name,arr_prov,Total Est. Pax
1701,Jordan,Henan,37
60,Angola,Henan,36
609,Cayman Islands,Beijing,36
1410,Hungary,Xinjiang,36
714,Costa Rica,Fujian,36
84,Argentina,Hubei,36
1715,Jordan,Yunnan,36
1321,Guinea,Hubei,35
3265,Sri Lanka,Guizhou,35
2428,Netherlands,Qinghai,35
3255,Spain,Xizang,35
2929,Rwanda,Jiangsu,35
2318,Mozambique,Shandong,35
1883,Latvia,Zhejiang,35
2273,Montenegro,Shandong,35
210,Bahamas,Guangdong,35
427,Brazil,Hunan,35
1931,Liberia,Shaanxi,35
1171,Georgia,Ningxia,35
377,"Bonaire, Saint Eustatius and Saba",Fujian,35
3004,Senegal,Jiangsu,35
1033,Fiji,Chongqing,35
1048,Fiji,Tianjin,34
682,Congo,Hubei,34
3660,Uganda,Fujian,34
2144,Malta,Jiangsu,34
3614,Turkmenistan,Qinghai,34
3310,Suriname,Fujian,33
2798,Portugal,Heilongjiang,33
756,Croatia,Hubei,33
1727,Kazakhstan,Heilongjiang,33
3585,Turkey,Qinghai,33
9,Afghanistan,Xinjiang,33
1302,Guatemala,Beijing,33
25,Albania,Tianjin,33
2095,Maldives,Gansu,33
3599,Turkmenistan,Gansu,33
474,Bulgaria,Hubei,33
2207,Mexico,Jilin,33
152,Austria,Gansu,33
504,Burkina Faso,Zhejiang,32
2628,Pakistan,Jiangxi,32
1283,Guam,Chongqing,32
2179,Mauritius,Hubei,32
2188,Mauritius,Sichuan,32
2872,Romania,Hunan,32
781,Cuba,Zhejiang,32
1055,Finland,Gansu,32
3313,Suriname,Hainan,32
1005,Ethiopia,Hainan,32
922,Egypt,Heilongjiang,32
3870,Zimbabwe,Chongqing,32
3029,Serbia,Jilin,32
204,Azerbaijan,Tianjin,32
766,Croatia,Tianjin,31
876,Dominica,Beijing,31
1967,Lithuania,Zhejiang,31
2795,Portugal,Guizhou,31
166,Austria,Ningxia,31
3551,Tunisia,Hubei,31
1325,Guinea,Shaanxi,31
2441,New Caledonia,Guangdong,31
1223,Ghana,Henan,31
3050,Seychelles,Liaoning,31
2972,Saudi Arabia,Guizhou,31
2959,Samoa,Sichuan,31
3130,Slovenia,Tianjin,31
2364,Namibia,Hunan,31
1445,India,Hebei,31
3212,South Sudan,Hebei,31
699,Congo Democratic Republic of,Jiangsu,31
1000,Ethiopia,Chongqing,31
2312,Mozambique,Henan,31
3007,Senegal,Shaanxi,31
229,Bahrain,Jiangsu,31
1810,Kyrgyzstan,Guangxi,30
2595,Oman,Henan,30
1607,Israel,Xinjiang,30
3545,Tunisia,Chongqing,30
3424,Tajikistan,Guangxi,30
1953,Lithuania,Henan,30
2581,Norway,Xinjiang,30
3853,Zambia,Heilongjiang,30
2719,Peru,Shandong,30
2308,Mozambique,Chongqing,30
2317,Mozambique,Shaanxi,30
381,Bosnia and Herzegovina,Chongqing,30
1952,Lithuania,Hainan,30
2136,Malta,Fujian,30
3114,Slovenia,Fujian,30
629,Chile,Fujian,30
496,Burkina Faso,Hunan,29
1590,Israel,Guizhou,29
3574,Turkey,Hebei,29
424,Brazil,Heilongjiang,29
2565,Norway,Heilongjiang,29
19,Albania,Jiangsu,29
1224,Ghana,Hubei,29
2168,Mauritania,Zhejiang,29
3013,Senegal,Zhejiang,29
2502,Nigeria,Henan,29
1956,Lithuania,Jiangsu,28
3603,Turkmenistan,Hebei,28
1115,French Polynesia,Guangdong,28
491,Burkina Faso,Fujian,28
3166,South Africa,Neimenggu,28
1065,Finland,Jilin,28
3517,Togo,Zhejiang,28
2609,Oman,Tianjin,28
942,El Salvador,Fujian,28
2370,Namibia,Shandong,28
709,Congo Democratic Republic of,Zhejiang,28
2360,Namibia,Hainan,28
1961,Lithuania,Shandong,28
1918,Lesotho,Sichuan,28
3425,Tajikistan,Guizhou,28
3532,Trinidad and Tobago,Fujian,28
2057,Malawi,Tianjin,28
661,Colombia,Shaanxi,28
308,Belarus,Shanxi,28
481,Bulgaria,Shaanxi,28
861,Denmark,Tianjin,28
35,Algeria,Hainan,28
3214,South Sudan,Hunan,28
2245,Mongolia,Henan,28
3348,Sweden,Tianjin,27
64,Angola,Liaoning,27
1225,Ghana,Hunan,27
2261,Mongolia,Yunnan,27
761,Croatia,Shaanxi,27
3858,Zambia,Jilin,27
1562,Ireland,Guizhou,27
593,Canada,Jiangxi,27
3040,Serbia,Xinjiang,27
3453,Tanzania United Republic of,Hainan,27
651,Colombia,Fujian,27
3054,Seychelles,Zhejiang,27
1242,Gibraltar,Yunnan,27
951,Equatorial Guinea,Hunan,27
225,Bahrain,Heilongjiang,27
2840,Qatar,Jilin,27
2869,Romania,Heilongjiang,27
2043,Malawi,Fujian,27
1268,Greece,Xinjiang,27
1736,Kazakhstan,Ningxia,26
2287,Morocco,Hainan,26
2713,Peru,Hubei,26
2675,Panama,Shandong,26
1014,Ethiopia,Liaoning,26
3445,Tajikistan,Yunnan,26
3152,South Africa,Gansu,26
2633,Pakistan,Qinghai,26
1041,Fiji,Jiangsu,25
1265,Greece,Shanxi,25
1367,Hong Kong,Jiangxi,25
470,Bulgaria,Guangxi,25
576,Cameroon,Yunnan,25
2034,Madagascar,Liaoning,25
513,Burundi,Liaoning,25
1425,Iceland,Hunan,25
931,Egypt,Ningxia,25
14,Albania,Fujian,25
3132,Slovenia,Yunnan,25
784,Curacao,Guangdong,25
2241,Mongolia,Guangxi,25
635,Chile,Hubei,25
3371,Switzerland,Neimenggu,25
1130,Gabon,Liaoning,25
987,Estonia,Zhejiang,25
2533,North Macedonia,Zhejiang,25
3142,Somalia,Hubei,25
1291,Guam,Hunan,25
1653,Jamaica,Jiangsu,25
1928,Liberia,Hubei,25
1163,Georgia,Heilongjiang,25
3542,Trinidad and Tobago,Zhejiang,24
1923,Liberia,Fujian,24
734,Cote D'Ivoire,Hunan,24
735,Cote D'Ivoire,Jiangsu,24
1700,Jordan,Heilongjiang,24
2851,Qatar,Yunnan,24
720,Costa Rica,Shandong,24
228,Bahrain,Hunan,24
3788,Vanuatu,Guangdong,24
1237,Gibraltar,Fujian,24
1058,Finland,Guizhou,24
2289,Morocco,Henan,24
559,Cameroon,Fujian,24
971,Estonia,Fujian,24
812,Czech Republic,Guangxi,24
890,Dominican Republic,Sichuan,24
26,Albania,Yunnan,24
3020,Serbia,Guangxi,24
39,Algeria,Hunan,24
988,Eswatini,Beijing,24
1051,Finland,Anhui,24
2594,Oman,Heilongjiang,24
1639,Italy,Xizang,23
1228,Ghana,Shaanxi,23
2868,Romania,Hainan,23
1801,Kuwait,Xinjiang,23
1272,"Grenada, Windward Islands",Beijing,23
1213,Ghana,Anhui,23
2718,Peru,Shaanxi,23
1114,French Polynesia,Beijing,23
1895,Lebanon,Jiangsu,23
1884,Lebanon,Anhui,23
2943,Saint Lucia,Shanghai,23
1240,Gibraltar,Liaoning,23
3048,Seychelles,Hubei,23
1443,India,Guizhou,23
521,Cabo Berde,Guangdong,23
952,Equatorial Guinea,Jiangsu,23
1964,Lithuania,Sichuan,23
1970,Luxembourg,Chongqing,23
662,Colombia,Shandong,23
657,Colombia,Hubei,23
859,Denmark,Shanxi,23
3513,Togo,Hunan,23
571,Cameroon,Shandong,23
465,Bulgaria,Anhui,23
408,Botswana,Liaoning,23
277,Barbados,Henan,23
405,Botswana,Hunan,23
2697,Paraguay,Beijing,23
98,Armenia,Chongqing,23
3844,Zambia,Anhui,23
1324,Guinea,Liaoning,22
1318,Guinea,Guangxi,22
1813,Kyrgyzstan,Hebei,22
1434,Iceland,Yunnan,22
1417,Iceland,Fujian,22
1402,Hungary,Ningxia,22
1152,Gambia,Zhejiang,22
3864,Zambia,Shanxi,22
2291,Morocco,Hunan,22
2047,Malawi,Henan,22
977,Estonia,Hubei,22
1126,Gabon,Henan,22
1580,Ireland,Xinjiang,22
2844,Qatar,Shaanxi,22
3021,Serbia,Guizhou,22
276,Barbados,Guangdong,22
3060,Sierra Leone,Guangxi,22
2834,Qatar,Heilongjiang,22
2159,Martinique,Shanghai,21
2611,Oman,Yunnan,21
3003,Senegal,Hunan,21
3583,Turkey,Neimenggu,21
650,Colombia,Chongqing,21
2300,Morocco,Shanxi,21
1998,Macao (sar) China,Guangdong,21
767,Croatia,Yunnan,21
1289,Guam,Henan,21
639,Chile,Liaoning,21
983,Estonia,Shandong,21
2665,Panama,Guizhou,21
806,Czech Republic,Anhui,21
1877,Latvia,Shaanxi,21
1334,Guinea-Bissau,Shanghai,20
167,Austria,Qinghai,20
2259,Mongolia,Tianjin,20
440,Brunei,Chongqing,20
3326,Sweden,Gansu,20
1766,Kenya,Neimenggu,20
2788,Portugal,Anhui,20
2659,Palau,Zhejiang,20
3866,Zambia,Yunnan,20
175,Austria,Xizang,20
2439,New Caledonia,Beijing,20
2670,Panama,Hunan,20
1247,Greece,Gansu,20
1703,Jordan,Hunan,20
387,Bosnia and Herzegovina,Hunan,20
2146,Malta,Liaoning,20
58,Angola,Guizhou,20
2127,Mali,Hubei,20
1454,India,Neimenggu,20
2362,Namibia,Henan,20
2694,Papua New Guinea,Sichuan,20
1429,Iceland,Shaanxi,20
1127,Gabon,Hubei,20
730,Cote D'Ivoire,Hainan,20
970,Estonia,Chongqing,19
1007,Ethiopia,Heilongjiang,19
2938,Rwanda,Yunnan,19
1823,Kyrgyzstan,Qinghai,19
2302,Morocco,Tianjin,19
561,Cameroon,Guangxi,19
566,Cameroon,Hunan,19
1541,Iraq,Jilin,19
2704,Peru,Chongqing,19
3669,Uganda,Liaoning,19
3662,Uganda,Hainan,19
1944,Libya,Sichuan,19
897,Ecuador,Guangxi,19
3546,Tunisia,Fujian,19
1600,Israel,Neimenggu,19
2714,Peru,Hunan,19
573,Cameroon,Shanxi,19
3175,South Africa,Xinjiang,19
2286,Morocco,Guizhou,19
2285,Morocco,Guangxi,19
2870,Romania,Henan,19
1795,Kuwait,Ningxia,19
875,Djibouti,Yunnan,19
632,Chile,Guizhou,19
2363,Namibia,Hubei,19
3790,Vanuatu,Jiangsu,19
2555,Norway,Anhui,19
2222,Moldova Republic of,Fujian,19
958,Eritrea,Fujian,19
1946,Lithuania,Anhui,19
1336,Guyana,Chongqing,18
916,Egypt,Gansu,18
1549,Iraq,Shanxi,18
2717,Peru,Liaoning,18
365,Benin,Zhejiang,18
3875,Zimbabwe,Hainan,18
1411,Hungary,Xizang,18
1004,Ethiopia,Guizhou,18
1942,Libya,Shanghai,18
429,Brazil,Jilin,18
3381,Switzerland,Xizang,18
2026,Madagascar,Fujian,18
569,Cameroon,Liaoning,18
2538,Northern Mariana Islands,Guizhou,18
1791,Kuwait,Hunan,18
3460,Tanzania United Republic of,Jilin,18
810,Czech Republic,Gansu,18
1922,Liberia,Chongqing,18
1038,Fiji,Henan,18
1973,Luxembourg,Guangxi,18
2600,Oman,Jilin,18
3426,Tajikistan,Hainan,18
1732,Kazakhstan,Jiangxi,18
2499,Nigeria,Hainan,18
472,Bulgaria,Heilongjiang,18
757,Croatia,Hunan,18
2941,"Saint Kitts and Nevis, Leeward Islands",Shanghai,17
108,Armenia,Shandong,17
3862,Zambia,Shandong,17
3342,Sweden,Qinghai,17
2129,Mali,Liaoning,17
2974,Saudi Arabia,Hebei,17
2784,Poland,Xinjiang,17
2050,Malawi,Jiangsu,17
824,Czech Republic,Neimenggu,17
3217,South Sudan,Liaoning,17
3840,Yemen,Guangdong,17
3793,Vanuatu,Sichuan,17
3558,Tunisia,Shandong,17
2490,Niger,Zhejiang,17
3066,Sierra Leone,Liaoning,17
3868,Zimbabwe,Anhui,17
3877,Zimbabwe,Heilongjiang,17
3008,Senegal,Shandong,17
700,Congo Democratic Republic of,Jilin,17
3876,Zimbabwe,Hebei,17
996,Eswatini,Sichuan,17
1023,Ethiopia,Tianjin,17
1827,Kyrgyzstan,Shanxi,17
689,Congo,Yunnan,17
475,Bulgaria,Hunan,17
902,Ecuador,Hunan,17
3032,Serbia,Ningxia,17
1864,Latvia,Chongqing,16
755,Croatia,Henan,16
2590,Oman,Guangxi,16
3373,Switzerland,Qinghai,16
33,Algeria,Guangxi,16
87,Argentina,Liaoning,16
998,Ethiopia,Anhui,16
2033,Madagascar,Jiangsu,16
339,Belgium,Tianjin,16
3285,Sri Lanka,Xinjiang,16
1037,Fiji,Hainan,16
2487,Niger,Jilin,16
2491,Nigeria,Anhui,16
1260,Greece,Neimenggu,16
1027,Faroe Islands,Beijing,16
487,Bulgaria,Yunnan,16
3670,Uganda,Shaanxi,16
494,Burkina Faso,Henan,16
1015,Ethiopia,Neimenggu,16
354,Benin,Hunan,16
303,Belarus,Ningxia,16
409,Botswana,Neimenggu,16
101,Armenia,Hainan,16
2657,Palau,Tianjin,16
234,Bahrain,Shaanxi,16
2539,Northern Mariana Islands,Hainan,16
3278,Sri Lanka,Qinghai,16
2193,Mexico,Anhui,16
619,Central African Republic,Sichuan,16
2032,Madagascar,Hunan,16
862,Denmark,Xinjiang,15
42,Algeria,Liaoning,15
442,Brunei,Gansu,15
1074,Finland,Tianjin,15
562,Cameroon,Hainan,15
1428,Iceland,Liaoning,15
10,Afghanistan,Yunnan,15
290,Belarus,Guangxi,15
3372,Switzerland,Ningxia,15
2983,Saudi Arabia,Neimenggu,15
348,Benin,Chongqing,15
961,Eritrea,Hubei,15
622,Chad,Jiangsu,15
3119,Slovenia,Hubei,15
2775,Poland,Neimenggu,15
2479,Nicaragua,Guangdong,15
2484,Niger,Heilongjiang,15
1929,Liberia,Hunan,15
2607,Oman,Shanxi,15
1977,Luxembourg,Henan,15
2272,Montenegro,Shaanxi,15
1691,Jordan,Anhui,15
2777,Poland,Qinghai,15
1010,Ethiopia,Hunan,14
1342,Guyana,Sichuan,14
3663,Uganda,Heilongjiang,14
1699,Jordan,Hainan,14
1044,Fiji,Shaanxi,14
3684,Ukraine,Shanghai,14
1577,Ireland,Shanxi,14
378,"Bonaire, Saint Eustatius and Saba",Guangdong,14
1331,Guinea,Zhejiang,14
563,Cameroon,Heilongjiang,14
2106,Maldives,Jiangxi,14
519,Burundi,Zhejiang,14
1075,Finland,Xinjiang,14
981,Estonia,Liaoning,14
978,Estonia,Hunan,14
2696,Papua New Guinea,Zhejiang,14
2051,Malawi,Jilin,14
3503,Timor-leste,Beijing,14
655,Colombia,Heilongjiang,14
686,Congo,Shandong,14
1298,Guam,Sichuan,14
1954,Lithuania,Hubei,14
2807,Portugal,Ningxia,14
3024,Serbia,Henan,14
2271,Montenegro,Liaoning,14
3125,Slovenia,Shaanxi,14
70,Angola,Tianjin,14
71,Angola,Yunnan,14
85,Argentina,Hunan,14
102,Armenia,Henan,14
2359,Namibia,Guangxi,14
2123,Mali,Fujian,13
2132,Mali,Yunnan,13
684,Congo,Jiangsu,13
3138,Solomon Islands,Shanghai,13
1979,Luxembourg,Hunan,13
927,Egypt,Jiangxi,13
2920,Rwanda,Chongqing,13
3625,Turks and Caicos Islands,Guangdong,13
415,Brazil,Anhui,13
1424,Iceland,Hubei,13
2687,Papua New Guinea,Hubei,13
2547,Northern Mariana Islands,Neimenggu,13
3613,Turkmenistan,Ningxia,13
215,Bahamas,Yunnan,13
2708,Peru,Guangxi,13
2275,Montenegro,Sichuan,13
1872,Latvia,Hubei,13
2592,Oman,Hainan,13
3882,Zimbabwe,Jilin,13
1874,Latvia,Jiangsu,13
3069,Sierra Leone,Zhejiang,13
1948,Lithuania,Chongqing,13
3167,South Africa,Ningxia,13
750,Croatia,Guangxi,13
1286,Guam,Guangxi,13
764,Croatia,Shanxi,13
346,Belize,Shanghai,13
1281,Guadeloupe,Zhejiang,13
403,Botswana,Henan,13
2930,Rwanda,Liaoning,13
2053,Malawi,Shaanxi,13
396,Botswana,Anhui,13
3677,Ukraine,Beijing,13
2226,Moldova Republic of,Jiangsu,13
1714,Jordan,Xinjiang,13
1886,Lebanon,Chongqing,13
3305,Sudan,Shandong,12
2542,Northern Mariana Islands,Hubei,12
3441,Tajikistan,Shanxi,12
1767,Kenya,Ningxia,12
1822,Kyrgyzstan,Ningxia,12
1144,Gambia,Hunan,12
718,Costa Rica,Jiangsu,12
3143,Somalia,Hunan,12
1940,Libya,Jilin,12
1981,Luxembourg,Jilin,12
1916,Lesotho,Shandong,12
2673,Panama,Liaoning,12
1711,Jordan,Shanxi,12
1112,French Guiana,Shanghai,12
3799,Venezuela,Shandong,12
2436,Netherlands,Xizang,12
263,Bangladesh,Qinghai,12
278,Barbados,Hubei,12
3168,South Africa,Qinghai,12
2867,Romania,Guizhou,12
106,Armenia,Liaoning,12
2158,Martinique,Guangdong,12
2808,Portugal,Qinghai,12
3795,Vanuatu,Zhejiang,12
2960,Samoa,Xinjiang,12
3047,Seychelles,Henan,12
1951,Lithuania,Guangxi,12
1898,Lebanon,Ningxia,12
421,Brazil,Guangxi,12
478,Bulgaria,Jilin,12
2486,Niger,Jiangsu,12
1326,Guinea,Shandong,12
2239,Mongolia,Gansu,12
1013,Ethiopia,Jilin,12
1009,Ethiopia,Hubei,12
1344,Haiti,Guangdong,12
2485,Niger,Hunan,12
2921,Rwanda,Fujian,12
2922,Rwanda,Gansu,12
2666,Panama,Hainan,11
1896,Lebanon,Jilin,11
904,Ecuador,Liaoning,11
1876,Latvia,Liaoning,11
1239,Gibraltar,Hubei,11
2691,Papua New Guinea,Shaanxi,11
3051,Seychelles,Shandong,11
3216,South Sudan,Jilin,11
1145,Gambia,Jiangsu,11
2674,Panama,Shaanxi,11
1451,India,Jiangxi,11
754,Croatia,Heilongjiang,11
423,Brazil,Hainan,11
2849,Qatar,Tianjin,11
3584,Turkey,Ningxia,11
44,Algeria,Shaanxi,11
47,Algeria,Shanxi,11
1401,Hungary,Neimenggu,11
435,Brazil,Tianjin,11
1960,Lithuania,Shaanxi,11
2143,Malta,Hunan,11
3560,Tunisia,Shanxi,11
2147,Malta,Shaanxi,11
2148,Malta,Shandong,11
382,Bosnia and Herzegovina,Fujian,11
2945,Samoa,Chongqing,11
364,Benin,Yunnan,11
3715,United Arab Emirates,Xizang,11
2214,Mexico,Yunnan,11
3874,Zimbabwe,Guangxi,11
2190,Mauritius,Yunnan,11
3428,Tajikistan,Heilongjiang,11
3018,Serbia,Gansu,11
3555,Tunisia,Liaoning,11
570,Cameroon,Shaanxi,11
726,Cote D'Ivoire,Chongqing,11
724,Cote D'Ivoire,Anhui,11
3891,Zimbabwe,Yunnan,11
3470,Tanzania United Republic of,Yunnan,11
2832,Qatar,Guangxi,11
703,Congo Democratic Republic of,Shaanxi,11
3557,Tunisia,Shaanxi,11
2602,Oman,Ningxia,11
722,Costa Rica,Sichuan,11
2,Afghanistan,Hubei,11
3163,South Africa,Jiangxi,10
103,Armenia,Hubei,10
3134,Solomon Islands,Beijing,10
3124,Slovenia,Liaoning,10
2316,Mozambique,Liaoning,10
2351,Myanmar,Xizang,10
1871,Latvia,Henan,10
3851,Zambia,Hainan,10
193,Azerbaijan,Jiangxi,10
2368,Namibia,Ningxia,10
1899,Lebanon,Shaanxi,10
232,Bahrain,Ningxia,10
2058,Malawi,Yunnan,10
1936,Liberia,Zhejiang,10
792,Cyprus,Hainan,10
3452,Tanzania United Republic of,Guizhou,10
2578,Norway,Shanxi,10
2559,Norway,Gansu,10
982,Estonia,Shaanxi,10
3236,Spain,Hebei,10
2180,Mauritius,Hunan,10
2525,North Macedonia,Liaoning,10
2125,Mali,Heilongjiang,10
2715,Peru,Jiangsu,10
3624,Turks and Caicos Islands,Beijing,10
436,Brazil,Yunnan,10
386,Bosnia and Herzegovina,Hubei,10
2045,Malawi,Guangxi,10
2343,Myanmar,Qinghai,10
1420,Iceland,Guangxi,10
1573,Ireland,Ningxia,10
2953,Samoa,Hunan,10
1535,Iraq,Hebei,10
3005,Senegal,Liaoning,10
2877,Romania,Ningxia,10
1658,Jamaica,Sichuan,10
1322,Guinea,Hunan,10
1606,Israel,Tianjin,10
3053,Seychelles,Sichuan,10
2792,Portugal,Gansu,10
1303,Guatemala,Fujian,10
1217,Ghana,Gansu,10
2997,Senegal,Fujian,10
78,Argentina,Chongqing,9
2682,Papua New Guinea,Chongqing,9
2924,Rwanda,Hainan,9
2513,Nigeria,Shanxi,9
3529,Tonga,Yunnan,9
2650,Palau,Jiangsu,9
910,Ecuador,Yunnan,9
1274,"Grenada, Windward Islands",Hunan,9
2506,Nigeria,Jiangxi,9
49,Algeria,Tianjin,9
1881,Latvia,Tianjin,9
2495,Nigeria,Gansu,9
2692,Papua New Guinea,Shandong,9
3350,Sweden,Xizang,9
385,Bosnia and Herzegovina,Henan,9
3675,Uganda,Yunnan,9
1025,Ethiopia,Yunnan,9
2949,Samoa,Guangxi,9
372,Bolivia,Fujian,9
3754,Uruguay,Sichuan,9
1003,Ethiopia,Guangxi,9
3056,Sierra Leone,Chongqing,9
331,Belgium,Neimenggu,9
2815,Portugal,Xinjiang,9
2932,Rwanda,Shandong,9
240,Bahrain,Xinjiang,9
696,Congo Democratic Republic of,Henan,9
1955,Lithuania,Hunan,9
1784,Kuwait,Guangxi,9
2374,Namibia,Yunnan,9
20,Albania,Liaoning,9
3116,Slovenia,Guangxi,9
3123,Slovenia,Jilin,9
2826,Puerto Rico,Zhejiang,9
3860,Zambia,Ningxia,9
2573,Norway,Ningxia,9
1778,Kuwait,Anhui,9
1651,Jamaica,Hubei,9
1774,Kenya,Xinjiang,9
1647,Jamaica,Guizhou,8
2217,Micronesia Federated States of,Guangdong,8
2940,"Saint Kitts and Nevis, Leeward Islands",Beijing,8
2224,Moldova Republic of,Guangxi,8
1559,Ireland,Gansu,8
2296,Morocco,Ningxia,8
16,Albania,Henan,8
2483,Niger,Guangxi,8
2963,Sao Tome and Principe,Beijing,8
2580,Norway,Tianjin,8
2176,Mauritius,Hainan,8
1892,Lebanon,Henan,8
13,Albania,Chongqing,8
1039,Fiji,Hubei,8
1271,Greenland,Beijing,8
976,Estonia,Henan,8
2153,Malta,Yunnan,8
2357,Namibia,Gansu,8
2304,Morocco,Yunnan,8
1012,Ethiopia,Jiangxi,8
1221,Ghana,Hainan,8
2823,Puerto Rico,Liaoning,8
2162,Mauritania,Fujian,8
2599,Oman,Jiangxi,8
813,Czech Republic,Guizhou,8
1215,Ghana,Chongqing,8
905,Ecuador,Shaanxi,8
1745,Kazakhstan,Xizang,8
667,Colombia,Yunnan,8
672,Comoros,Jiangsu,8
1920,Lesotho,Zhejiang,8
2532,North Macedonia,Yunnan,8
2054,Malawi,Shandong,8
564,Cameroon,Henan,8
659,Colombia,Jiangsu,8
2264,Montenegro,Chongqing,8
2764,Poland,Guizhou,8
656,Colombia,Henan,8
2562,Norway,Guizhou,8
634,Chile,Henan,8
28,Algeria,Anhui,8
640,Chile,Shaanxi,8
54,Angola,Chongqing,8
558,Cameroon,Chongqing,8
1713,Jordan,Tianjin,8
515,Burundi,Shandong,8
3118,Slovenia,Henan,8
1279,Guadeloupe,Jilin,8
893,Ecuador,Chongqing,7
2171,Mauritius,Chongqing,7
645,Chile,Tianjin,7
1597,Israel,Jiangxi,7
3220,South Sudan,Shandong,7
2515,Nigeria,Tianjin,7
1913,Lesotho,Hubei,7
863,Denmark,Xizang,7
2653,Palau,Shaanxi,7
2850,Qatar,Xinjiang,7
2035,Madagascar,Shaanxi,7
3427,Tajikistan,Hebei,7
2820,Puerto Rico,Fujian,7
938,Egypt,Xinjiang,7
2685,Papua New Guinea,Guangxi,7
2950,Samoa,Guizhou,7
786,Curacao,Sichuan,7
1976,Luxembourg,Heilongjiang,7
3454,Tanzania United Republic of,Heilongjiang,7
3466,Tanzania United Republic of,Shanxi,7
477,Bulgaria,Jiangxi,7
733,Cote D'Ivoire,Hubei,7
1705,Jordan,Jilin,7
2202,Mexico,Henan,7
3210,South Sudan,Gansu,7
2776,Poland,Ningxia,7
2184,Mauritius,Shaanxi,7
3063,Sierra Leone,Hubei,7
3,Afghanistan,Hunan,7
188,Azerbaijan,Heilongjiang,7
2885,Romania,Yunnan,7
1414,Iceland,Anhui,7
1707,Jordan,Ningxia,7
2926,Rwanda,Henan,7
1128,Gabon,Hunan,6
2253,Mongolia,Ningxia,6
43,Algeria,Ningxia,6
2233,Moldova Republic of,Xinjiang,6
1310,Guatemala,Sichuan,6
525,Cabo Berde,Sichuan,6
1873,Latvia,Hunan,6
91,Argentina,Shanxi,6
3296,Sudan,Chongqing,6
2524,North Macedonia,Hunan,6
885,Dominican Republic,Hunan,6
2521,North Macedonia,Fujian,6
95,Argentina,Yunnan,6
2509,Nigeria,Ningxia,6
2806,Portugal,Neimenggu,6
2501,Nigeria,Heilongjiang,6
104,Armenia,Hunan,6
2041,Madagascar,Zhejiang,6
611,Cayman Islands,Guangdong,6
2036,Madagascar,Shandong,6
794,Cyprus,Hubei,6
1151,Gambia,Sichuan,6
1527,Iraq,Anhui,6
1645,Jamaica,Fujian,6
1534,Iraq,Hainan,6
773,Cuba,Henan,6
774,Cuba,Hubei,6
1655,Jamaica,Shandong,6
2321,Mozambique,Tianjin,6
21,Albania,Shaanxi,6
22,Albania,Shandong,6
1222,Ghana,Hebei,6
871,Djibouti,Jiangsu,6
2574,Norway,Qinghai,6
1926,Liberia,Guangxi,6
1138,Gambia,Fujian,6
1785,Kuwait,Guizhou,6
821,Czech Republic,Jiangxi,6
1990,Luxembourg,Xinjiang,6
636,Chile,Hunan,6
855,Denmark,Qinghai,6
3834,"Virgin Islands, US",Beijing,6
868,Djibouti,Hainan,6
105,Armenia,Jiangsu,6
3044,Seychelles,Fujian,6
2931,Rwanda,Shaanxi,6
1029,Faroe Islands,Shandong,6
407,Botswana,Jilin,6
968,Estonia,Anhui,6
1659,Jamaica,Zhejiang,6
1579,Ireland,Tianjin,6
2957,Samoa,Shandong,6
398,Botswana,Chongqing,6
3668,Uganda,Jilin,6
2946,Samoa,Fujian,6
223,Bahrain,Guizhou,6
1905,Lebanon,Xinjiang,6
1018,Ethiopia,Shaanxi,6
2952,Samoa,Hubei,6
1008,Ethiopia,Henan,6
1273,"Grenada, Windward Islands",Guangdong,6
3524,Tonga,Jiangsu,5
3750,Uruguay,Chongqing,5
213,Bahamas,Jiangsu,5
3447,Tanzania United Republic of,Anhui,5
3331,Sweden,Hebei,5
3105,Slovakia,Heilongjiang,5
2267,Montenegro,Guangxi,5
3528,Tonga,Tianjin,5
2269,Montenegro,Hunan,5
3836,"Virgin Islands, US",Shanghai,5
1644,Jamaica,Chongqing,5
3106,Slovakia,Hubei,5
2440,New Caledonia,Fujian,5
3839,Yemen,Chongqing,5
2029,Madagascar,Hainan,5
2293,Morocco,Jilin,5
3462,Tanzania United Republic of,Ningxia,5
795,Cyprus,Hunan,5
674,Comoros,Ningxia,5
1137,Gambia,Chongqing,5
3852,Zambia,Hebei,5
1421,Iceland,Guizhou,5
3031,Serbia,Neimenggu,5
1143,Gambia,Hubei,5
825,Czech Republic,Ningxia,5
989,Eswatini,Fujian,5
832,Czech Republic,Xinjiang,5
3341,Sweden,Ningxia,5
34,Algeria,Guizhou,5
1763,Kenya,Jiangxi,5
1695,Jordan,Gansu,5
220,Bahrain,Gansu,5
2174,Mauritius,Guangxi,5
184,Azerbaijan,Guangxi,5
3535,Trinidad and Tobago,Hubei,5
107,Armenia,Shaanxi,5
1503,Iran Islamic Republic of,Guangxi,5
500,Burkina Faso,Shandong,5
299,Belarus,Jiangxi,5
3601,Turkmenistan,Guangxi,5
2603,Oman,Qinghai,5
3794,Vanuatu,Yunnan,5
462,Brunei,Xinjiang,5
3037,Serbia,Shanxi,5
1888,Lebanon,Gansu,5
1006,Ethiopia,Hebei,5
744,Croatia,Anhui,5
1456,India,Qinghai,5
948,El Salvador,Zhejiang,5
739,Cote D'Ivoire,Shandong,5
99,Armenia,Fujian,5
3888,Zimbabwe,Shanxi,5
445,Brunei,Guizhou,5
1233,Ghana,Tianjin,5
304,Belarus,Qinghai,5
